Date,Start (ET),Visitor Team,Visitor PTS,Home Team,Home PTS,Box Score URL,Attendance,LOG,Arena,Game ID,Cuota_L,Cuota_V
"Wed, Dec 1, 2021",7:00p,Minnesota Timberwolves,107,Washington Wizards,115,https://www.basketball-reference.com/boxscores/202112010WAS.html,"15,318",2:19,Capital One Arena,Wed_Dec_1_2021_Washington_Wizards,,
"Wed, Dec 1, 2021",7:30p,Philadelphia 76ers,87,Boston Celtics,88,https://www.basketball-reference.com/boxscores/202112010BOS.html,"19,156",2:18,TD Garden,Wed_Dec_1_2021_Boston_Celtics,,
"Wed, Dec 1, 2021",7:30p,Cleveland Cavaliers,111,Miami Heat,85,https://www.basketball-reference.com/boxscores/202112010MIA.html,"19,600",2:04,FTX Arena,Wed_Dec_1_2021_Miami_Heat,,
"Wed, Dec 1, 2021",8:00p,Charlotte Hornets,125,Milwaukee Bucks,127,https://www.basketball-reference.com/boxscores/202112010MIL.html,"17,341",2:23,Fiserv Forum,Wed_Dec_1_2021_Milwaukee_Bucks,,
"Wed, Dec 1, 2021",8:00p,Dallas Mavericks,139,New Orleans Pelicans,107,https://www.basketball-reference.com/boxscores/202112010NOP.html,"15,558",1:58,Smoothie King Center,Wed_Dec_1_2021_New_Orleans_Pelicans,,
"Wed, Dec 1, 2021",8:00p,Houston Rockets,114,Oklahoma City Thunder,110,https://www.basketball-reference.com/boxscores/202112010OKC.html,"13,222",2:19,Paycom Center,Wed_Dec_1_2021_Oklahoma_City_Thunder,,
"Wed, Dec 1, 2021",10:30p,Sacramento Kings,124,Los Angeles Clippers,115,https://www.basketball-reference.com/boxscores/202112010LAC.html,"17,217",2:07,Crypto.com Arena,Wed_Dec_1_2021_Los_Angeles_Clippers,,
"Thu, Dec 2, 2021",7:30p,Chicago Bulls,119,New York Knicks,115,https://www.basketball-reference.com/boxscores/202112020NYK.html,"19,812",2:16,Madison Square Garden (IV),Thu_Dec_2_2021_New_York_Knicks,,
"Thu, Dec 2, 2021",7:30p,Milwaukee Bucks,93,Toronto Raptors,97,https://www.basketball-reference.com/boxscores/202112020TOR.html,"19,800",2:17,Scotiabank Arena,Thu_Dec_2_2021_Toronto_Raptors,,
"Thu, Dec 2, 2021",8:00p,Oklahoma City Thunder,79,Memphis Grizzlies,152,https://www.basketball-reference.com/boxscores/202112020MEM.html,"13,103",1:58,FedEx Forum,Thu_Dec_2_2021_Memphis_Grizzlies,,
"Thu, Dec 2, 2021",9:00p,Detroit Pistons,103,Phoenix Suns,114,https://www.basketball-reference.com/boxscores/202112020PHO.html,0,2:10,Phoenix Suns Arena,Thu_Dec_2_2021_Phoenix_Suns,,
"Thu, Dec 2, 2021",10:00p,San Antonio Spurs,114,Portland Trail Blazers,83,https://www.basketball-reference.com/boxscores/202112020POR.html,"16,143",2:02,Moda Center,Thu_Dec_2_2021_Portland_Trail_Blazers,,
"Fri, Dec 3, 2021",7:00p,Miami Heat,113,Indiana Pacers,104,https://www.basketball-reference.com/boxscores/202112030IND.html,"13,854",2:21,Gainbridge Fieldhouse,Fri_Dec_3_2021_Indiana_Pacers,,
"Fri, Dec 3, 2021",7:00p,Cleveland Cavaliers,116,Washington Wizards,101,https://www.basketball-reference.com/boxscores/202112030WAS.html,"17,227",2:11,Capital One Arena,Fri_Dec_3_2021_Washington_Wizards,,
"Fri, Dec 3, 2021",7:30p,Philadelphia 76ers,98,Atlanta Hawks,96,https://www.basketball-reference.com/boxscores/202112030ATL.html,"17,092",2:25,State Farm Arena,Fri_Dec_3_2021_Atlanta_Hawks,,
"Fri, Dec 3, 2021",7:30p,Minnesota Timberwolves,105,Brooklyn Nets,110,https://www.basketball-reference.com/boxscores/202112030BRK.html,"17,732",2:27,Barclays Center,Fri_Dec_3_2021_Brooklyn_Nets,,
"Fri, Dec 3, 2021",8:00p,Orlando Magic,116,Houston Rockets,118,https://www.basketball-reference.com/boxscores/202112030HOU.html,"13,697",2:11,Toyota Center,Fri_Dec_3_2021_Houston_Rockets,,
"Fri, Dec 3, 2021",8:30p,New Orleans Pelicans,107,Dallas Mavericks,91,https://www.basketball-reference.com/boxscores/202112030DAL.html,"19,218",2:20,American Airlines Center,Fri_Dec_3_2021_Dallas_Mavericks,,
"Fri, Dec 3, 2021",9:00p,Boston Celtics,130,Utah Jazz,137,https://www.basketball-reference.com/boxscores/202112030UTA.html,"18,306",2:19,Vivint Smart Home Arena,Fri_Dec_3_2021_Utah_Jazz,,
"Fri, Dec 3, 2021",10:00p,Phoenix Suns,96,Golden State Warriors,118,https://www.basketball-reference.com/boxscores/202112030GSW.html,"18,064",2:22,Chase Center,Fri_Dec_3_2021_Golden_State_Warriors,,
"Fri, Dec 3, 2021",10:00p,Los Angeles Clippers,119,Los Angeles Lakers,115,https://www.basketball-reference.com/boxscores/202112030LAL.html,"18,997",2:13,Crypto.com Arena,Fri_Dec_3_2021_Los_Angeles_Lakers,,
"Sat, Dec 4, 2021",1:00p,Denver Nuggets,113,New York Knicks,99,https://www.basketball-reference.com/boxscores/202112040NYK.html,"18,272",2:01,Madison Square Garden (IV),Sat_Dec_4_2021_New_York_Knicks,,
"Sat, Dec 4, 2021",8:00p,Chicago Bulls,111,Brooklyn Nets,107,https://www.basketball-reference.com/boxscores/202112040BRK.html,"18,116",2:08,Barclays Center,Sat_Dec_4_2021_Brooklyn_Nets,,
"Sat, Dec 4, 2021",8:00p,Miami Heat,102,Milwaukee Bucks,124,https://www.basketball-reference.com/boxscores/202112040MIL.html,"17,341",2:19,Fiserv Forum,Sat_Dec_4_2021_Milwaukee_Bucks,,
"Sat, Dec 4, 2021",8:30p,Memphis Grizzlies,97,Dallas Mavericks,90,https://www.basketball-reference.com/boxscores/202112040DAL.html,"19,396",2:24,American Airlines Center,Sat_Dec_4_2021_Dallas_Mavericks,,
"Sat, Dec 4, 2021",8:30p,San Antonio Spurs,112,Golden State Warriors,107,https://www.basketball-reference.com/boxscores/202112040GSW.html,"18,064",2:08,Chase Center,Sat_Dec_4_2021_Golden_State_Warriors,,
"Sat, Dec 4, 2021",10:00p,Boston Celtics,145,Portland Trail Blazers,117,https://www.basketball-reference.com/boxscores/202112040POR.html,"18,193",2:11,Moda Center,Sat_Dec_4_2021_Portland_Trail_Blazers,,
"Sat, Dec 4, 2021",10:00p,Los Angeles Clippers,99,Sacramento Kings,104,https://www.basketball-reference.com/boxscores/202112040SAC.html,"15,004",2:28,Golden 1 Center,Sat_Dec_4_2021_Sacramento_Kings,,
"Sun, Dec 5, 2021",3:30p,Utah Jazz,109,Cleveland Cavaliers,108,https://www.basketball-reference.com/boxscores/202112050CLE.html,"18,113",2:01,Rocket Mortgage Fieldhouse,Sun_Dec_5_2021_Cleveland_Cavaliers,,
"Sun, Dec 5, 2021",6:00p,Charlotte Hornets,130,Atlanta Hawks,127,https://www.basketball-reference.com/boxscores/202112050ATL.html,"16,383",2:06,State Farm Arena,Sun_Dec_5_2021_Atlanta_Hawks,,
"Sun, Dec 5, 2021",6:00p,Washington Wizards,90,Toronto Raptors,102,https://www.basketball-reference.com/boxscores/202112050TOR.html,"19,800",2:06,Scotiabank Arena,Sun_Dec_5_2021_Toronto_Raptors,,
"Sun, Dec 5, 2021",7:00p,New Orleans Pelicans,108,Houston Rockets,118,https://www.basketball-reference.com/boxscores/202112050HOU.html,"14,771",2:19,Toyota Center,Sun_Dec_5_2021_Houston_Rockets,,
"Mon, Dec 6, 2021",7:00p,Philadelphia 76ers,127,Charlotte Hornets,124,https://www.basketball-reference.com/boxscores/202112060CHO.html,"14,462",2:29,Spectrum Center,Mon_Dec_6_2021_Charlotte_Hornets,,
"Mon, Dec 6, 2021",7:00p,Oklahoma City Thunder,114,Detroit Pistons,103,https://www.basketball-reference.com/boxscores/202112060DET.html,"10,522",2:12,Little Caesars Arena,Mon_Dec_6_2021_Detroit_Pistons,,
"Mon, Dec 6, 2021",7:00p,Washington Wizards,110,Indiana Pacers,116,https://www.basketball-reference.com/boxscores/202112060IND.html,"12,581",2:11,Gainbridge Fieldhouse,Mon_Dec_6_2021_Indiana_Pacers,,
"Mon, Dec 6, 2021",7:30p,Memphis Grizzlies,105,Miami Heat,90,https://www.basketball-reference.com/boxscores/202112060MIA.html,"19,600",2:19,FTX Arena,Mon_Dec_6_2021_Miami_Heat,,
"Mon, Dec 6, 2021",8:00p,Denver Nuggets,97,Chicago Bulls,109,https://www.basketball-reference.com/boxscores/202112060CHI.html,"21,236",2:08,United Center,Mon_Dec_6_2021_Chicago_Bulls,,
"Mon, Dec 6, 2021",8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,112,https://www.basketball-reference.com/boxscores/202112060MIL.html,"17,341",2:08,Fiserv Forum,Mon_Dec_6_2021_Milwaukee_Bucks,,
"Mon, Dec 6, 2021",8:00p,Atlanta Hawks,121,Minnesota Timberwolves,110,https://www.basketball-reference.com/boxscores/202112060MIN.html,"15,736",2:05,Target Center,Mon_Dec_6_2021_Minnesota_Timberwolves,,
"Mon, Dec 6, 2021",9:00p,San Antonio Spurs,104,Phoenix Suns,108,https://www.basketball-reference.com/boxscores/202112060PHO.html,"15,292",2:17,Phoenix Suns Arena,Mon_Dec_6_2021_Phoenix_Suns,,
"Mon, Dec 6, 2021",10:00p,Orlando Magic,95,Golden State Warriors,126,https://www.basketball-reference.com/boxscores/202112060GSW.html,"18,064",2:10,Chase Center,Mon_Dec_6_2021_Golden_State_Warriors,,
"Mon, Dec 6, 2021",10:00p,Los Angeles Clippers,102,Portland Trail Blazers,90,https://www.basketball-reference.com/boxscores/202112060POR.html,"15,865",2:12,Moda Center,Mon_Dec_6_2021_Portland_Trail_Blazers,,
"Tue, Dec 7, 2021",7:30p,Brooklyn Nets,102,Dallas Mavericks,99,https://www.basketball-reference.com/boxscores/202112070DAL.html,"19,559",2:22,American Airlines Center,Tue_Dec_7_2021_Dallas_Mavericks,,
"Tue, Dec 7, 2021",8:30p,New York Knicks,121,San Antonio Spurs,109,https://www.basketball-reference.com/boxscores/202112070SAS.html,"14,698",2:03,AT&T Center,Tue_Dec_7_2021_San_Antonio_Spurs,,
"Tue, Dec 7, 2021",10:00p,Boston Celtics,102,Los Angeles Lakers,117,https://www.basketball-reference.com/boxscores/202112070LAL.html,"18,997",2:19,Crypto.com Arena,Tue_Dec_7_2021_Los_Angeles_Lakers,,
"Wed, Dec 8, 2021",7:00p,Philadelphia 76ers,110,Charlotte Hornets,106,https://www.basketball-reference.com/boxscores/202112080CHO.html,"15,709",2:30,Spectrum Center,Wed_Dec_8_2021_Charlotte_Hornets,,
"Wed, Dec 8, 2021",7:00p,Chicago Bulls,92,Cleveland Cavaliers,115,https://www.basketball-reference.com/boxscores/202112080CLE.html,"17,707",2:09,Rocket Mortgage Fieldhouse,Wed_Dec_8_2021_Cleveland_Cavaliers,,
"Wed, Dec 8, 2021",7:00p,Washington Wizards,119,Detroit Pistons,116,https://www.basketball-reference.com/boxscores/202112080DET.html,"10,499",2:44,Little Caesars Arena,Wed_Dec_8_2021_Detroit_Pistons,,
"Wed, Dec 8, 2021",7:00p,New York Knicks,102,Indiana Pacers,122,https://www.basketball-reference.com/boxscores/202112080IND.html,"13,167",2:08,Gainbridge Fieldhouse,Wed_Dec_8_2021_Indiana_Pacers,,
"Wed, Dec 8, 2021",7:30p,Milwaukee Bucks,104,Miami Heat,113,https://www.basketball-reference.com/boxscores/202112080MIA.html,"19,600",2:21,FTX Arena,Wed_Dec_8_2021_Miami_Heat,,
"Wed, Dec 8, 2021",7:30p,Oklahoma City Thunder,110,Toronto Raptors,109,https://www.basketball-reference.com/boxscores/202112080TOR.html,"19,800",2:05,Scotiabank Arena,Wed_Dec_8_2021_Toronto_Raptors,,
"Wed, Dec 8, 2021",8:00p,Brooklyn Nets,104,Houston Rockets,114,https://www.basketball-reference.com/boxscores/202112080HOU.html,"15,834",2:23,Toyota Center,Wed_Dec_8_2021_Houston_Rockets,,
"Wed, Dec 8, 2021",8:00p,Dallas Mavericks,104,Memphis Grizzlies,96,https://www.basketball-reference.com/boxscores/202112080MEM.html,"14,025",2:21,FedEx Forum,Wed_Dec_8_2021_Memphis_Grizzlies,,
"Wed, Dec 8, 2021",8:00p,Utah Jazz,136,Minnesota Timberwolves,104,https://www.basketball-reference.com/boxscores/202112080MIN.html,"15,181",2:09,Target Center,Wed_Dec_8_2021_Minnesota_Timberwolves,,
"Wed, Dec 8, 2021",8:00p,Denver Nuggets,120,New Orleans Pelicans,114,https://www.basketball-reference.com/boxscores/202112080NOP.html,"15,035",2:24,Smoothie King Center,Wed_Dec_8_2021_New_Orleans_Pelicans,,
"Wed, Dec 8, 2021",10:00p,Portland Trail Blazers,94,Golden State Warriors,104,https://www.basketball-reference.com/boxscores/202112080GSW.html,"18,064",2:20,Chase Center,Wed_Dec_8_2021_Golden_State_Warriors,,
"Wed, Dec 8, 2021",10:00p,Orlando Magic,130,Sacramento Kings,142,https://www.basketball-reference.com/boxscores/202112080SAC.html,"14,364",2:16,Golden 1 Center,Wed_Dec_8_2021_Sacramento_Kings,,
"Wed, Dec 8, 2021",10:30p,Boston Celtics,111,Los Angeles Clippers,114,https://www.basketball-reference.com/boxscores/202112080LAC.html,"17,064",2:31,Crypto.com Arena,Wed_Dec_8_2021_Los_Angeles_Clippers,,
"Thu, Dec 9, 2021",7:00p,Utah Jazz,118,Philadelphia 76ers,96,https://www.basketball-reference.com/boxscores/202112090PHI.html,"20,272",2:08,Wells Fargo Center,Thu_Dec_9_2021_Philadelphia_76ers,,
"Thu, Dec 9, 2021",8:00p,Los Angeles Lakers,95,Memphis Grizzlies,108,https://www.basketball-reference.com/boxscores/202112090MEM.html,"16,334",2:06,FedEx Forum,Thu_Dec_9_2021_Memphis_Grizzlies,,
"Thu, Dec 9, 2021",8:30p,Denver Nuggets,111,San Antonio Spurs,123,https://www.basketball-reference.com/boxscores/202112090SAS.html,"12,855",2:05,AT&T Center,Thu_Dec_9_2021_San_Antonio_Spurs,,
"Fri, Dec 10, 2021",7:00p,Sacramento Kings,123,Charlotte Hornets,124,https://www.basketball-reference.com/boxscores/202112100CHO.html,"16,335",2:15,Spectrum Center,Fri_Dec_10_2021_Charlotte_Hornets,,
"Fri, Dec 10, 2021",7:00p,Dallas Mavericks,93,Indiana Pacers,106,https://www.basketball-reference.com/boxscores/202112100IND.html,"12,618",2:03,Gainbridge Fieldhouse,Fri_Dec_10_2021_Indiana_Pacers,,
"Fri, Dec 10, 2021",7:30p,Brooklyn Nets,113,Atlanta Hawks,105,https://www.basketball-reference.com/boxscores/202112100ATL.html,"17,074",2:21,State Farm Arena,Fri_Dec_10_2021_Atlanta_Hawks,,
"Fri, Dec 10, 2021",7:30p,New York Knicks,87,Toronto Raptors,90,https://www.basketball-reference.com/boxscores/202112100TOR.html,"19,800",2:09,Scotiabank Arena,Fri_Dec_10_2021_Toronto_Raptors,,
"Fri, Dec 10, 2021",8:00p,Milwaukee Bucks,123,Houston Rockets,114,https://www.basketball-reference.com/boxscores/202112100HOU.html,"16,319",2:21,Toyota Center,Fri_Dec_10_2021_Houston_Rockets,,
"Fri, Dec 10, 2021",8:00p,Cleveland Cavaliers,123,Minnesota Timberwolves,106,https://www.basketball-reference.com/boxscores/202112100MIN.html,"15,694",2:11,Target Center,Fri_Dec_10_2021_Minnesota_Timberwolves,,
"Fri, Dec 10, 2021",8:00p,Detroit Pistons,93,New Orleans Pelicans,109,https://www.basketball-reference.com/boxscores/202112100NOP.html,"15,828",2:06,Smoothie King Center,Fri_Dec_10_2021_New_Orleans_Pelicans,,
"Fri, Dec 10, 2021",8:00p,Los Angeles Lakers,116,Oklahoma City Thunder,95,https://www.basketball-reference.com/boxscores/202112100OKC.html,"16,523",2:05,Paycom Center,Fri_Dec_10_2021_Oklahoma_City_Thunder,,
"Fri, Dec 10, 2021",10:00p,Boston Celtics,90,Phoenix Suns,111,https://www.basketball-reference.com/boxscores/202112100PHO.html,"17,071",2:08,Phoenix Suns Arena,Fri_Dec_10_2021_Phoenix_Suns,,
"Sat, Dec 11, 2021",3:30p,Orlando Magic,104,Los Angeles Clippers,106,https://www.basketball-reference.com/boxscores/202112110LAC.html,"17,156",2:04,Crypto.com Arena,Sat_Dec_11_2021_Los_Angeles_Clippers,,
"Sat, Dec 11, 2021",7:00p,Utah Jazz,123,Washington Wizards,98,https://www.basketball-reference.com/boxscores/202112110WAS.html,"17,575",2:08,Capital One Arena,Sat_Dec_11_2021_Washington_Wizards,,
"Sat, Dec 11, 2021",8:00p,Sacramento Kings,103,Cleveland Cavaliers,117,https://www.basketball-reference.com/boxscores/202112110CLE.html,"19,432",2:11,Rocket Mortgage Fieldhouse,Sat_Dec_11_2021_Cleveland_Cavaliers,,
"Sat, Dec 11, 2021",8:00p,Houston Rockets,106,Memphis Grizzlies,113,https://www.basketball-reference.com/boxscores/202112110MEM.html,"17,794",2:24,FedEx Forum,Sat_Dec_11_2021_Memphis_Grizzlies,,
"Sat, Dec 11, 2021",8:00p,Chicago Bulls,92,Miami Heat,118,https://www.basketball-reference.com/boxscores/202112110MIA.html,"19,731",2:08,FTX Arena,Sat_Dec_11_2021_Miami_Heat,,
"Sat, Dec 11, 2021",8:30p,Golden State Warriors,93,Philadelphia 76ers,102,https://www.basketball-reference.com/boxscores/202112110PHI.html,"21,016",2:18,Wells Fargo Center,Sat_Dec_11_2021_Philadelphia_76ers,,
"Sat, Dec 11, 2021",8:30p,Denver Nuggets,127,San Antonio Spurs,112,https://www.basketball-reference.com/boxscores/202112110SAS.html,"14,607",2:12,AT&T Center,Sat_Dec_11_2021_San_Antonio_Spurs,,
"Sun, Dec 12, 2021",12:00p,Milwaukee Bucks,112,New York Knicks,97,https://www.basketball-reference.com/boxscores/202112120NYK.html,"19,812",2:01,Madison Square Garden (IV),Sun_Dec_12_2021_New_York_Knicks,,
"Sun, Dec 12, 2021",6:00p,Brooklyn Nets,116,Detroit Pistons,104,https://www.basketball-reference.com/boxscores/202112120DET.html,"15,289",2:17,Little Caesars Arena,Sun_Dec_12_2021_Detroit_Pistons,,
"Sun, Dec 12, 2021",7:00p,Dallas Mavericks,103,Oklahoma City Thunder,84,https://www.basketball-reference.com/boxscores/202112120OKC.html,"15,747",2:04,Paycom Center,Sun_Dec_12_2021_Oklahoma_City_Thunder,,
"Sun, Dec 12, 2021",7:00p,New Orleans Pelicans,97,San Antonio Spurs,112,https://www.basketball-reference.com/boxscores/202112120SAS.html,"14,990",2:04,AT&T Center,Sun_Dec_12_2021_San_Antonio_Spurs,,
"Sun, Dec 12, 2021",9:00p,Minnesota Timberwolves,116,Portland Trail Blazers,111,https://www.basketball-reference.com/boxscores/202112120POR.html,"16,591",2:22,Moda Center,Sun_Dec_12_2021_Portland_Trail_Blazers,,
"Sun, Dec 12, 2021",9:30p,Orlando Magic,94,Los Angeles Lakers,106,https://www.basketball-reference.com/boxscores/202112120LAL.html,"18,997",2:11,Crypto.com Arena,Sun_Dec_12_2021_Los_Angeles_Lakers,,
"Mon, Dec 13, 2021",7:00p,Miami Heat,94,Cleveland Cavaliers,105,https://www.basketball-reference.com/boxscores/202112130CLE.html,"17,401",2:08,Rocket Mortgage Fieldhouse,Mon_Dec_13_2021_Cleveland_Cavaliers,,
"Mon, Dec 13, 2021",7:00p,Golden State Warriors,102,Indiana Pacers,100,https://www.basketball-reference.com/boxscores/202112130IND.html,"17,018",2:24,Gainbridge Fieldhouse,Mon_Dec_13_2021_Indiana_Pacers,,
"Mon, Dec 13, 2021",7:00p,Sacramento Kings,101,Toronto Raptors,124,https://www.basketball-reference.com/boxscores/202112130TOR.html,"19,463",1:57,Scotiabank Arena,Mon_Dec_13_2021_Toronto_Raptors,,
"Mon, Dec 13, 2021",7:30p,Houston Rockets,132,Atlanta Hawks,126,https://www.basketball-reference.com/boxscores/202112130ATL.html,"14,456",2:23,State Farm Arena,Mon_Dec_13_2021_Atlanta_Hawks,,
"Mon, Dec 13, 2021",7:30p,Milwaukee Bucks,103,Boston Celtics,117,https://www.basketball-reference.com/boxscores/202112130BOS.html,"19,156",2:10,TD Garden,Mon_Dec_13_2021_Boston_Celtics,,
"Mon, Dec 13, 2021",8:00p,Philadelphia 76ers,91,Memphis Grizzlies,126,https://www.basketball-reference.com/boxscores/202112130MEM.html,"13,420",2:05,FedEx Forum,Mon_Dec_13_2021_Memphis_Grizzlies,,
"Mon, Dec 13, 2021",8:30p,Charlotte Hornets,96,Dallas Mavericks,120,https://www.basketball-reference.com/boxscores/202112130DAL.html,"19,213",2:05,American Airlines Center,Mon_Dec_13_2021_Dallas_Mavericks,,
"Mon, Dec 13, 2021",9:00p,Washington Wizards,107,Denver Nuggets,113,https://www.basketball-reference.com/boxscores/202112130DEN.html,"14,632",2:14,Ball Arena,Mon_Dec_13_2021_Denver_Nuggets,,
"Mon, Dec 13, 2021",10:30p,Phoenix Suns,95,Los Angeles Clippers,111,https://www.basketball-reference.com/boxscores/202112130LAC.html,"17,909",2:12,Crypto.com Arena,Mon_Dec_13_2021_Los_Angeles_Clippers,,
"Tue, Dec 14, 2021",7:30p,Toronto Raptors,129,Brooklyn Nets,131,https://www.basketball-reference.com/boxscores/202112140BRK.html,"17,325",2:26,Barclays Center,Tue_Dec_14_2021_Brooklyn_Nets,,
"Tue, Dec 14, 2021",7:30p,Golden State Warriors,105,New York Knicks,96,https://www.basketball-reference.com/boxscores/202112140NYK.html,"19,812",2:19,Madison Square Garden (IV),Tue_Dec_14_2021_New_York_Knicks,,
"Tue, Dec 14, 2021",10:00p,Phoenix Suns,111,Portland Trail Blazers,107,https://www.basketball-reference.com/boxscores/202112140POR.html,"16,184",2:35,Moda Center,Tue_Dec_14_2021_Portland_Trail_Blazers,,
"Wed, Dec 15, 2021",7:00p,Houston Rockets,89,Cleveland Cavaliers,124,https://www.basketball-reference.com/boxscores/202112150CLE.html,"17,131",2:12,Rocket Mortgage Fieldhouse,Wed_Dec_15_2021_Cleveland_Cavaliers,,
"Wed, Dec 15, 2021",7:00p,Atlanta Hawks,111,Orlando Magic,99,https://www.basketball-reference.com/boxscores/202112150ORL.html,"13,576",2:04,Amway Center,Wed_Dec_15_2021_Orlando_Magic,,
"Wed, Dec 15, 2021",7:00p,Miami Heat,101,Philadelphia 76ers,96,https://www.basketball-reference.com/boxscores/202112150PHI.html,"20,389",2:13,Wells Fargo Center,Wed_Dec_15_2021_Philadelphia_76ers,,
"Wed, Dec 15, 2021",7:30p,Los Angeles Lakers,107,Dallas Mavericks,104,https://www.basketball-reference.com/boxscores/202112150DAL.html,"20,270",2:35,American Airlines Center,Wed_Dec_15_2021_Dallas_Mavericks,,
"Wed, Dec 15, 2021",8:00p,Indiana Pacers,99,Milwaukee Bucks,114,https://www.basketball-reference.com/boxscores/202112150MIL.html,"17,341",1:59,Fiserv Forum,Wed_Dec_15_2021_Milwaukee_Bucks,,
"Wed, Dec 15, 2021",8:00p,New Orleans Pelicans,113,Oklahoma City Thunder,110,https://www.basketball-reference.com/boxscores/202112150OKC.html,"13,253",2:26,Paycom Center,Wed_Dec_15_2021_Oklahoma_City_Thunder,,
"Wed, Dec 15, 2021",8:30p,Charlotte Hornets,131,San Antonio Spurs,115,https://www.basketball-reference.com/boxscores/202112150SAS.html,"14,354",2:05,AT&T Center,Wed_Dec_15_2021_San_Antonio_Spurs,,
"Wed, Dec 15, 2021",9:00p,Minnesota Timberwolves,124,Denver Nuggets,107,https://www.basketball-reference.com/boxscores/202112150DEN.html,"15,365",2:08,Ball Arena,Wed_Dec_15_2021_Denver_Nuggets,,
"Wed, Dec 15, 2021",10:00p,Memphis Grizzlies,113,Portland Trail Blazers,103,https://www.basketball-reference.com/boxscores/202112150POR.html,"15,773",2:20,Moda Center,Wed_Dec_15_2021_Portland_Trail_Blazers,,
"Wed, Dec 15, 2021",10:00p,Washington Wizards,105,Sacramento Kings,119,https://www.basketball-reference.com/boxscores/202112150SAC.html,"13,806",2:16,Golden 1 Center,Wed_Dec_15_2021_Sacramento_Kings,,
"Wed, Dec 15, 2021",10:00p,Los Angeles Clippers,103,Utah Jazz,124,https://www.basketball-reference.com/boxscores/202112150UTA.html,"18,306",2:14,Vivint Smart Home Arena,Wed_Dec_15_2021_Utah_Jazz,,
"Thu, Dec 16, 2021",7:00p,Detroit Pistons,113,Indiana Pacers,122,https://www.basketball-reference.com/boxscores/202112160IND.html,"13,596",2:15,Gainbridge Fieldhouse,Thu_Dec_16_2021_Indiana_Pacers,,
"Thu, Dec 16, 2021",7:30p,Philadelphia 76ers,105,Brooklyn Nets,114,https://www.basketball-reference.com/boxscores/202112160BRK.html,"17,053",2:09,Barclays Center,Thu_Dec_16_2021_Brooklyn_Nets,,
"Thu, Dec 16, 2021",8:00p,New York Knicks,116,Houston Rockets,103,https://www.basketball-reference.com/boxscores/202112160HOU.html,"13,857",2:19,Toyota Center,Thu_Dec_16_2021_Houston_Rockets,,
"Thu, Dec 16, 2021",9:00p,Washington Wizards,98,Phoenix Suns,118,https://www.basketball-reference.com/boxscores/202112160PHO.html,"16,177",2:06,Phoenix Suns Arena,Thu_Dec_16_2021_Phoenix_Suns,,
"Fri, Dec 17, 2021",7:00p,Miami Heat,115,Orlando Magic,105,https://www.basketball-reference.com/boxscores/202112170ORL.html,"14,103",2:06,Amway Center,Fri_Dec_17_2021_Orlando_Magic,,
"Fri, Dec 17, 2021",7:30p,Denver Nuggets,133,Atlanta Hawks,115,https://www.basketball-reference.com/boxscores/202112170ATL.html,"16,114",2:14,State Farm Arena,Fri_Dec_17_2021_Atlanta_Hawks,,
"Fri, Dec 17, 2021",7:30p,Golden State Warriors,111,Boston Celtics,107,https://www.basketball-reference.com/boxscores/202112170BOS.html,"19,156",2:29,TD Garden,Fri_Dec_17_2021_Boston_Celtics,,
