Game ID,Date,Team_L,PTS_L,Racha_L,Team_V,PTS_V,Racha_V,Cuota_L,Cuota_V,Victoria_Local,PTS_Diff,MP,FG_L,FGA_L,FG%_L,2P_L,2PA_L,2P%_L,3P_L,3PA_L,3P%_L,FT_L,FTA_L,FT%_L,ORB_L,DRB_L,TRB_L,AST_L,STL_L,BLK_L,TOV_L,PF_L,FG_V,FGA_V,FG%_V,2P_V,2PA_V,2P%_V,3P_V,3PA_V,3P%_V,FT_V,FTA_V,FT%_V,ORB_V,DRB_V,TRB_V,AST_V,STL_V,BLK_V,TOV_V,PF_V
Fri_Mar_1_2024_Minnesota Timberwolves,2023-10-27,Sacramento Kings,124,3,Minnesota Timberwolves,120,1,1.67,2.27,1,4,265,50,100,0.5,39,71,0.5492957746478874,11,29,0.379,13,24,0.542,14,31,45,29,8,6,8,29,42,85,0.494,30,54,0.5555555555555556,12,31,0.387,24,32,0.75,8,36,44,29,4,5,13,22
Fri_Mar_1_2024_New Orleans Pelicans,2023-10-25,Indiana Pacers,102,0,New Orleans Pelicans,129,0,1.51,2.61,0,-27,240,40,95,0.421,30,63,0.47619047619047616,10,32,0.313,12,18,0.667,17,27,44,25,9,8,16,21,48,86,0.558,33,54,0.6111111111111112,15,32,0.469,18,26,0.692,11,36,47,25,9,4,17,17
Fri_Mar_1_2024_Philadelphia 76ers,2023-10-29,Philadelphia 76ers,121,6,Charlotte Hornets,114,-8,1.24,4.21,1,7,240,46,96,0.479,27,52,0.5192307692307693,19,44,0.432,10,11,0.909,15,33,48,38,5,7,7,17,43,84,0.512,29,51,0.5686274509803921,14,33,0.424,14,17,0.824,7,25,32,24,5,6,5,13
Fri_Mar_1_2024_Toronto Raptors,2023-10-25,Toronto Raptors,105,-9,Golden State Warriors,120,3,1.86,1.94,0,-15,240,41,95,0.432,29,50,0.58,12,45,0.267,11,17,0.647,11,36,47,31,9,2,14,14,44,98,0.449,26,54,0.48148148148148145,18,44,0.409,14,18,0.778,15,41,56,26,10,5,14,14
Fri_Mar_22_2024_Detroit Pistons,2023-10-28,Detroit Pistons,102,-8,Boston Celtics,129,8,2.17,1.72,0,-27,240,42,83,0.506,33,52,0.6346153846153846,9,31,0.29,9,13,0.692,8,34,42,25,4,1,19,23,47,89,0.528,31,44,0.7045454545454546,16,45,0.356,19,27,0.704,8,27,35,31,9,5,7,15
Fri_Mar_22_2024_Golden State Warriors,2023-10-25,Indiana Pacers,123,1,Golden State Warriors,111,2,1.51,2.61,1,12,240,48,99,0.485,33,63,0.5238095238095238,15,36,0.417,12,16,0.75,12,38,50,32,8,10,11,14,43,106,0.406,29,58,0.5,14,48,0.292,11,16,0.688,24,40,64,24,6,6,14,15
Fri_Mar_22_2024_Los Angeles Lakers,2023-10-26,Los Angeles Lakers,101,1,Philadelphia 76ers,94,5,1.41,3.0,1,7,240,32,73,0.438,20,42,0.47619047619047616,12,31,0.387,25,33,0.758,11,43,54,22,1,7,21,16,33,96,0.344,25,59,0.423728813559322,8,37,0.216,20,24,0.833,13,29,42,20,13,7,9,23
Fri_Mar_22_2024_Miami Heat,2023-10-28,New Orleans Pelicans,111,1,Miami Heat,88,4,1.68,2.25,1,23,240,42,82,0.512,24,46,0.5217391304347826,18,36,0.5,9,12,0.75,12,44,56,25,3,2,13,13,31,86,0.36,18,39,0.46153846153846156,13,47,0.277,13,15,0.867,7,27,34,22,3,4,6,9
Fri_Mar_22_2024_Minnesota Timberwolves,2023-10-27,Cleveland Cavaliers,91,2,Minnesota Timberwolves,104,2,1.74,2.15,0,-13,240,34,81,0.42,27,52,0.5192307692307693,7,29,0.241,16,19,0.842,10,31,41,22,6,5,12,14,41,85,0.482,27,58,0.46551724137931033,14,27,0.519,8,16,0.5,13,33,46,27,9,5,12,12
Fri_Mar_22_2024_Portland Trail Blazers,2023-10-27,Portland Trail Blazers,117,-4,Los Angeles Clippers,125,7,2.39,1.6,0,-8,240,45,93,0.484,33,60,0.55,12,33,0.364,15,25,0.6,15,26,41,29,11,1,10,19,44,77,0.571,30,44,0.6818181818181818,14,33,0.424,23,27,0.852,7,33,40,26,8,8,17,21
Fri_Mar_22_2024_San Antonio Spurs,2023-10-25,Memphis Grizzlies,99,-3,San Antonio Spurs,97,-3,1.85,1.96,1,2,240,33,82,0.402,21,48,0.4375,12,34,0.353,21,31,0.677,9,42,51,18,10,4,18,17,37,95,0.389,30,57,0.5263157894736842,7,38,0.184,16,23,0.696,15,41,56,24,12,7,16,23
Fri_Mar_22_2024_Toronto Raptors,2023-10-29,Oklahoma City Thunder,123,5,Toronto Raptors,103,-10,2.39,1.61,1,20,240,48,95,0.505,36,63,0.5714285714285714,12,32,0.375,15,19,0.789,13,33,46,27,17,5,16,20,40,76,0.526,29,46,0.6304347826086957,11,30,0.367,12,17,0.706,5,31,36,34,12,3,27,18
Fri_Mar_29_2024_Brooklyn Nets,2023-10-25,Brooklyn Nets,125,1,Chicago Bulls,108,0,2.05,1.78,1,17,240,43,91,0.473,18,47,0.3829787234042553,25,44,0.568,14,22,0.636,12,31,43,26,9,3,7,22,38,75,0.507,29,45,0.6444444444444445,9,30,0.3,23,29,0.793,5,39,44,24,3,6,13,18
Fri_Mar_29_2024_Charlotte Hornets,2023-10-24,Golden State Warriors,115,3,Charlotte Hornets,97,-9,1.69,2.21,1,18,240,48,89,0.539,37,57,0.6491228070175439,11,32,0.344,8,9,0.889,11,39,50,35,7,5,13,19,34,84,0.405,22,38,0.5789473684210527,12,46,0.261,17,24,0.708,12,29,41,23,4,2,11,10
